sep=|
ESTADO|DISTRITO|PARTIDO_CI|CANDIDATURA_PROPIETARIA|CANDIDATURA_SUPLENTE
11|10|PRD|ANA LUISA RODRIGUEZ ARRIAGA|MARIA FERNANDA GARCIA GUERRERO
11|10|PVEM|LILIA VILLAFUERTE ZAVALA|ELVIA GABRIELA VILLARREAL FUENTES
11|10|PT|MIKJAIL ALEJANDRO JUAREZ LEON|OLIVER ANDRE LEON SUBIAS
11|10|MOVIMIENTO CIUDADANO|MIRIAM GARCIA FLORES|MARIA JOSE ORTIZ JUAREZ
11|10|MORENA|PEDRO DAVID ORTEGA FONSECA|JORGE LUIS GUZMAN DOMINGUEZ
11|10|PES|ADRIAN CAMARGO ZAMUDIO|LUIS ALFONSO LOPEZ TORRES
11|10|RSP|BENHUR SAMANO LOPEZ|ANDY CORNEJO HERNANDEZ
11|10|FS X MÉXICO|MARIA DEL RAYO MORENO CASTRO|MA DEL CARMEN ORTEGA
11|11|PAN|JORGE ARTURO ESPADAS GALVAN|ALFREDO ZETTER GONZALEZ
11|11|PRI|ROBERTO MAURICIO VALLEJO RABAGO|LINO AGUIÑAGA DURAN
11|11|PRD|MARTIN EDUARDO SIERRA ARRIAGA|JOSE JUAN GARCIA LANDEROS
11|11|PVEM|JESSICA DENISSE LOPEZ LANDEROS|JESSICA JULIETTE MARTINEZ GODINEZ
11|11|PT|LETICIA CARRERA ZAVALA|LUZ GABRIELA SOLIS MALDONADO
11|11|MOVIMIENTO CIUDADANO|ERNESTO ARRACHE GARCIA GUTIERREZ|DIEGO PORTILLO VELA
11|11|MORENA|RICARDO GOMEZ ESCALANTE|JOSE LUIS MERCADO FLORES
11|11|PES|DAVID GARCIA TREJO|JOSE ARMANDO JIMENEZ PACHECO
11|11|RSP|JUAN VICTOR MANUEL TRUJILLO LOPEZ|JUAN JESUS FONSECA ORTEGA
11|11|FS X MÉXICO|VIVIANA LOPEZ RODRIGUEZ|ITZEL ROSITA VARGAS CABRERA
11|12|PAN|SARAI NUÑEZ CERON|MARIA DE LOS MILAGROS RODRIGUEZ HERRERA
11|12|PRI|ESTEFANIA GARCIA NAVAR|ALEJANDRA MARIA RAMIREZ TOVAR
11|12|PRD|JOSE CARLOS CALLEJA LOPEZ|JESUS GILBERTO RUELAS FLORES
11|12|PVEM|ARMANDO MONTIEL SANCHEZ|ALEJANDRO LEON MARIN
11|12|PT|ROSAURA CUENCA SIERRA|HEIDI LARA GUTIERREZ
11|12|MOVIMIENTO CIUDADANO|VICTOR HUGO PINEDA MARTINEZ|FABIOLA ELIZABETH RODRIGUEZ CASTAÑON
11|12|MORENA|BARBARA VARELA ROSALES|ALMA PAOLA DOMINGUEZ VIRGEN
11|12|PES|JUAN JOSE SANCHEZ ROBLES|ANA ERICKA SANCHEZ LEON
11|12|RSP|SILVIA ANDREA OYANGUREN GUERRERO|MAYTE JANETH RUIZ TIRADO
11|12|FS X MÉXICO|PATRICIA DE GUADALUPE PATIÑO LEON|MONICA GUTIERREZ RAMIREZ
11|13|PAN|ROCIO AMBRIZ ARREDONDO|EMELIN ZARAGOZA MORALES
11|13|PRI|ANTONIO ZAVALA LEDESMA|JUAN JOSE RAYA CHAVEZ
11|13|PRD|DIEGO MANUEL GOMEZ PEREZ|ANANIAS BARUK PLATAS MATA
11|13|PVEM|EMMANUEL REYES CARMONA|ARNULFO GONZALEZ GRANADOS
11|13|PT|EMMANUEL REYES CARMONA|ARNULFO GONZALEZ GRANADOS
11|13|MOVIMIENTO CIUDADANO|BLANCA NALLELI ZAVALA VARGAS|ISAURA VARGAS MUÑOZ
11|13|MORENA|EMMANUEL REYES CARMONA|ARNULFO GONZALEZ GRANADOS
11|13|PES|JUAN MARTINEZ RODRIGUEZ|CARLOS EDGAR BACA PEREZ
11|13|RSP|HUGO ZAVALA OLVERA|RICARDO DANIEL SALAZAR BAUTISTA
11|13|FS X MÉXICO|MARIA VERONICA HURTADO RAMIREZ|ANA LILIA VALADEZ ALVARADO
11|13|PVEM_PT_MORENA|EMMANUEL REYES CARMONA|ARNULFO GONZALEZ GRANADOS
11|13|PVEM_PT|EMMANUEL REYES CARMONA|ARNULFO GONZALEZ GRANADOS
11|13|PVEM_MORENA|EMMANUEL REYES CARMONA|ARNULFO GONZALEZ GRANADOS
11|13|PT_MORENA|EMMANUEL REYES CARMONA|ARNULFO GONZALEZ GRANADOS
11|14|PAN|ESTHER MANDUJANO TINAJERO|SANDRA GALVAN CERVANTES
11|14|PRI|J CARMEN MONDRAGON RECENDIZ|JOSE LUIS TAMAYO MARTINEZ
11|14|PRD|ROSA PAOLA VILLANUEVA ZAMUDIO|GRISELDA NATALI DURAN ALBARRAN
11|14|PVEM|MA DEL CARMEN ZANATTA ZAGO|ALICIA GARCIA NAVARRETE
11|14|PT|GABRIEL PEREZ CORONA|JOSE RUBEN LOPEZ JACOBO
11|14|MOVIMIENTO CIUDADANO|JUANA GARCIA RAMIREZ|MARIA NOEMI SEGOVIANO LOPEZ
11|14|MORENA|LUIS ANTONIO MAGDALENO GORDILLO|HOMAR PATIÑO RUBIO
11|14|PES|MERCEDES TORAL GALVAN|GLORIA VALENCIA GUERRERO
11|14|RSP|VIOLETA ELIZABETH MANDUJANO GONZALEZ|GRACIELA ZUÑIGA JARAMILLO
11|14|FS X MÉXICO|JUANA ERIKA RODRIGUEZ GUZMAN|MARIA DEL REFUGIO MORENO CASTRO
11|15|PAN|ITZEL JOSEFINA BALDERAS HERNANDEZ|MARTHA ELENA ROMERO SIEKMAN
11|15|PRI|JOSE CARLOS MONTIBELLER ZAPIEN|CARLOS ABEL LIRA TRUJILLO
11|15|PRD|CARLOS ALBERTO DELGADO ARROYO|JUAN JOSE GAONA SALDIVAR
11|15|PVEM|MAYRA ELIZABETH NEGRETE VACA|ELIZABETH FABIOLA LOPEZ MARTINEZ
11|15|PT|ABRAHAM LOPEZ RAMIREZ|MARIO ARTURO ROA ARREORTUA
11|15|MOVIMIENTO CIUDADANO|HUGO VILLASEÑOR ESLAVA|ROGELIO PEREZ ALVAREZ
11|15|MORENA|MIGUEL ANGEL CHICO HERRERA|CARLOS VEGA CASTAÑON
11|15|PES|ROSA PEREZ HERNANDEZ|LUCIA DEL CARMEN HERNANDEZ PEREZ
11|15|RSP|RAQUEL ADELAIDA CAMARILLO JUAREZ|CINTHIA PAOLA MARTINEZ BAÑUELOS
11|15|FS X MÉXICO|MA ROSA ROSALES MARQUEZ|SIN CANDIDATURA
12|1|PAN|REYNEL RODRIGUEZ MUÑOZ|FERNANDO SANDOVAL PALACIOS
12|1|PRI|REYNEL RODRIGUEZ MUÑOZ|FERNANDO SANDOVAL PALACIOS
12|1|PRD|REYNEL RODRIGUEZ MUÑOZ|FERNANDO SANDOVAL PALACIOS
12|1|PVEM|VICTOR ADOLFO MOJICA WENCES|DIEGO ARMANDO CENCIANA MARQUEZ
12|1|PT|VICTOR ADOLFO MOJICA WENCES|DIEGO ARMANDO CENCIANA MARQUEZ
12|1|MOVIMIENTO CIUDADANO|ANIBAL FLORES GONZALEZ|ALFONSO LUIS VANGELISTA
12|1|MORENA|VICTOR ADOLFO MOJICA WENCES|DIEGO ARMANDO CENCIANA MARQUEZ
12|1|PES|ROSA LIDIA SANTAMARIA JIMENEZ|LORENA ROMERO GAONA
12|1|RSP|DULCE MARIA MONTES LAGUNAS|MARICRUZ ROMERO RAMIREZ
12|1|FS X MÉXICO|ERIKA ARISMEL HINOJOSA CARDENAS|ORFANELIA GARCIA HERNANDEZ
12|1|PAN_PRI_PRD|REYNEL RODRIGUEZ MUÑOZ|FERNANDO SANDOVAL PALACIOS
12|1|PAN_PRI|REYNEL RODRIGUEZ MUÑOZ|FERNANDO SANDOVAL PALACIOS
12|1|PAN_PRD|REYNEL RODRIGUEZ MUÑOZ|FERNANDO SANDOVAL PALACIOS
12|1|PRI_PRD|REYNEL RODRIGUEZ MUÑOZ|FERNANDO SANDOVAL PALACIOS
12|1|PVEM_PT_MORENA|VICTOR ADOLFO MOJICA WENCES|DIEGO ARMANDO CENCIANA MARQUEZ
12|1|PVEM_PT|VICTOR ADOLFO MOJICA WENCES|DIEGO ARMANDO CENCIANA MARQUEZ
12|1|PVEM_MORENA|VICTOR ADOLFO MOJICA WENCES|DIEGO ARMANDO CENCIANA MARQUEZ
12|1|PT_MORENA|VICTOR ADOLFO MOJICA WENCES|DIEGO ARMANDO CENCIANA MARQUEZ
12|2|PAN|YESENIA GALARZA CASTRO|DULCE GUADALUPE VADILLO CRUZ
12|2|PRI|ARACELY ALHELI ALVARADO GONZALEZ|ZITA LOPEZ ALVAREZ
12|2|PRD|LAZARO MAZON ALONSO|ROBERTO SALAZAR RODRIGUEZ
12|2|PVEM|NADIA GOMEZ JUAREZ|FRANCISCA GARCIA CRUZ
12|2|PT|KALY VICTORIA DELGADO|ANGELICA DENISE CHAVEZ CASTRO
12|2|MOVIMIENTO CIUDADANO|ALEJANDRINA VARGAS BELTRAN|JOHANY ROXANA NAVA NAVA
12|2|MORENA|ARACELI OCAMPO MANZANARES|MARISOL RENDON RAMIREZ
12|2|PES|EDUARDO CABALLERO ALMAZAN|RANDY DANIEL REYES LASOS
12|2|RSP|PRISCILLA PACHECO ROMERO|SHARON VELASCO BOTELLO
12|2|FS X MÉXICO|SIN CANDIDATURA|LUZ DARIANA MARTINEZ DOMINGUEZ
12|3|PAN|RICARDO ANGEL BARRIENTOS RIOS|ARTURO CABAÑAS FLORES
12|3|PRI|RICARDO ANGEL BARRIENTOS RIOS|ARTURO CABAÑAS FLORES
12|3|PRD|RICARDO ANGEL BARRIENTOS RIOS|ARTURO CABAÑAS FLORES
12|3|PVEM|LUIS EDGARDO PALACIOS DIAZ|RAUL ROJAS RAMIREZ
12|3|PT|LUIS EDGARDO PALACIOS DIAZ|RAUL ROJAS RAMIREZ
12|3|MOVIMIENTO CIUDADANO|KEVIN JARET RAMIREZ PILO|IRVING SANCHEZ TAPIA
12|3|MORENA|LUIS EDGARDO PALACIOS DIAZ|RAUL ROJAS RAMIREZ
12|3|PES|ARTURO GARCIA ORTEGA|EDGAR AGUILAR BLANCO
12|3|RSP|JENIFER VALLE VERDUZCO|VANELI VALLE VERDUZCO
12|3|FS X MÉXICO|CRUZ YASMINI RUIZ CARRILLO|HONORINA GALEANA RIOS
12|3|PAN_PRI_PRD|RICARDO ANGEL BARRIENTOS RIOS|ARTURO CABAÑAS FLORES
12|3|PAN_PRI|RICARDO ANGEL BARRIENTOS RIOS|ARTURO CABAÑAS FLORES
12|3|PAN_PRD|RICARDO ANGEL BARRIENTOS RIOS|ARTURO CABAÑAS FLORES
12|3|PRI_PRD|RICARDO ANGEL BARRIENTOS RIOS|ARTURO CABAÑAS FLORES
12|3|PVEM_PT_MORENA|LUIS EDGARDO PALACIOS DIAZ|RAUL ROJAS RAMIREZ
12|3|PVEM_PT|LUIS EDGARDO PALACIOS DIAZ|RAUL ROJAS RAMIREZ
12|3|PVEM_MORENA|LUIS EDGARDO PALACIOS DIAZ|RAUL ROJAS RAMIREZ
12|3|PT_MORENA|LUIS EDGARDO PALACIOS DIAZ|RAUL ROJAS RAMIREZ
12|4|PAN|SHEILA SOTO MANZANO|PAULINA GARCIA ORTIZ
12|4|PRI|SHEILA SOTO MANZANO|PAULINA GARCIA ORTIZ
12|4|PRD|SHEILA SOTO MANZANO|PAULINA GARCIA ORTIZ
12|4|PVEM|EDGAR HERNANDEZ ALVAR|ISMAEL POLANCO VILLANUEVA
12|4|PT|MARCO ANTONIO VILLEDA SALAMANCA|ANGEL ISAI ARANDA VELAZQUEZ
12|4|MOVIMIENTO CIUDADANO|VICTOR MANUEL JORRIN LOZANO|ISRAEL BARAJAS ROJAS
12|4|MORENA|PABLO AMILCAR SANDOVAL BALLESTEROS|LUIS ENRIQUE RIOS SAUCEDO
12|4|PES|MA DE LA LUZ REYES RIOS|LAURA MELISSA MUÑOZ PEREZ
12|4|RSP|MARIA ELDA MIRANDA HERNANDEZ|IVETTE CAROLINA RODRIGUEZ CRUZ
12|4|FS X MÉXICO|VIOLETA ARROYO SANTOS|CARMINA ADRIANA CASTILLO VILLA
12|4|PAN_PRI_PRD|SHEILA SOTO MANZANO|PAULINA GARCIA ORTIZ
12|4|PAN_PRI|SHEILA SOTO MANZANO|PAULINA GARCIA ORTIZ
12|4|PAN_PRD|SHEILA SOTO MANZANO|PAULINA GARCIA ORTIZ
12|4|PRI_PRD|SHEILA SOTO MANZANO|PAULINA GARCIA ORTIZ
12|5|PAN|ISRAEL ROMERO SIERRA|ALFONSO EPITACIO FLORES
12|5|PRI|ISRAEL ROMERO SIERRA|ALFONSO EPITACIO FLORES
12|5|PRD|ISRAEL ROMERO SIERRA|ALFONSO EPITACIO FLORES
12|5|PVEM|VICTORIANO WENCES REAL|ISAIAS ROJAS RAMIREZ
12|5|PT|VICTORIANO WENCES REAL|ISAIAS ROJAS RAMIREZ
12|5|MOVIMIENTO CIUDADANO|PEDRO GUEVARA TRINIDAD|JESUS OMAR BIBIANO BASURTO
12|5|MORENA|VICTORIANO WENCES REAL|ISAIAS ROJAS RAMIREZ
12|5|PES|CELESTINA GARCIA DIAZ|SOFIA DIAZ PINZON
12|5|RSP|GABRIELA ESPINAL FLORES|KARLA DANIELA GARCIA GUZMAN
12|5|FS X MÉXICO|MARISELA SALMERON FELICIANO|AMALIA FLORES GALLARDO
12|5|PAN_PRI_PRD|ISRAEL ROMERO SIERRA|ALFONSO EPITACIO FLORES
12|5|PAN_PRI|ISRAEL ROMERO SIERRA|ALFONSO EPITACIO FLORES
12|5|PAN_PRD|ISRAEL ROMERO SIERRA|ALFONSO EPITACIO FLORES
12|5|PRI_PRD|ISRAEL ROMERO SIERRA|ALFONSO EPITACIO FLORES
12|5|PVEM_PT_MORENA|VICTORIANO WENCES REAL|ISAIAS ROJAS RAMIREZ
12|5|PVEM_PT|VICTORIANO WENCES REAL|ISAIAS ROJAS RAMIREZ
12|5|PVEM_MORENA|VICTORIANO WENCES REAL|ISAIAS ROJAS RAMIREZ
12|5|PT_MORENA|VICTORIANO WENCES REAL|ISAIAS ROJAS RAMIREZ
12|6|PAN|FABIOLA RAFAEL DIRCIO|BENITA COCTOLOLO NAVA
12|6|PRI|FABIOLA RAFAEL DIRCIO|BENITA COCTOLOLO NAVA
12|6|PRD|FABIOLA RAFAEL DIRCIO|BENITA COCTOLOLO NAVA
12|6|PVEM|MARCO ANTONIO MIRANDA SALGADO|ANTELMA DE LA CRUZ CLEMENTE
12|6|PT|MARCO ANTONIO MIRANDA SALGADO|ANTELMA DE LA CRUZ CLEMENTE
12|6|MOVIMIENTO CIUDADANO|ARIZBETH RODRIGUEZ RIVERA|ILDEBERTA SIERRA SANCHEZ
12|6|MORENA|MARCO ANTONIO MIRANDA SALGADO|ANTELMA DE LA CRUZ CLEMENTE
12|6|PES|MARIA NORMA GRANDE VARGAS|MARTA MADAI SANCHEZ GARCIA
12|6|RSP|SAULO AZUA REYES|LUIS ANTONIO LAGUNAS GUTIERREZ
12|6|FS X MÉXICO|LUZ ELENA SANTOS BELLO|ROCIO FLORES DIAZ
12|6|PAN_PRI_PRD|FABIOLA RAFAEL DIRCIO|BENITA COCTOLOLO NAVA
12|6|PAN_PRI|FABIOLA RAFAEL DIRCIO|BENITA COCTOLOLO NAVA
12|6|PAN_PRD|FABIOLA RAFAEL DIRCIO|BENITA COCTOLOLO NAVA
12|6|PRI_PRD|FABIOLA RAFAEL DIRCIO|BENITA COCTOLOLO NAVA
12|6|PVEM_PT_MORENA|MARCO ANTONIO MIRANDA SALGADO|ANTELMA DE LA CRUZ CLEMENTE
12|6|PVEM_PT|MARCO ANTONIO MIRANDA SALGADO|ANTELMA DE LA CRUZ CLEMENTE
12|6|PVEM_MORENA|MARCO ANTONIO MIRANDA SALGADO|ANTELMA DE LA CRUZ CLEMENTE
12|6|PT_MORENA|MARCO ANTONIO MIRANDA SALGADO|ANTELMA DE LA CRUZ CLEMENTE
12|7|PAN|BEATRIZ VELEZ NUÑEZ|LINDA WENDY SOTO VAZQUEZ
12|7|PRI|BEATRIZ VELEZ NUÑEZ|LINDA WENDY SOTO VAZQUEZ
12|7|PRD|BEATRIZ VELEZ NUÑEZ|LINDA WENDY SOTO VAZQUEZ
12|7|PVEM|CARLOS SANCHEZ BARRIOS|LUIS ALBERTO SALVADOR SIERRA JIMENEZ
12|7|PT|CARLOS SANCHEZ BARRIOS|LUIS ALBERTO SALVADOR SIERRA JIMENEZ
12|7|MOVIMIENTO CIUDADANO|CONCEPCION JATCIRIS RUIZ GARCIA|MARIA ISABEL BAHENA TREJO
12|7|MORENA|CARLOS SANCHEZ BARRIOS|LUIS ALBERTO SALVADOR SIERRA JIMENEZ
12|7|PES|JULIO CESAR AGUIRRE SAGAHON|ROBERTO MARCELO ALARCON
12|7|RSP|JOSE ANTONIO MORA RENDON|JORGE HERNANDEZ ROSAS
12|7|FS X MÉXICO|OLGA REBECA ROBLEDO FIGUEROA|YAHAIRA HARUMI GUTIERREZ VELASQUEZ
12|7|PAN_PRI_PRD|BEATRIZ VELEZ NUÑEZ|LINDA WENDY SOTO VAZQUEZ
12|7|PAN_PRI|BEATRIZ VELEZ NUÑEZ|LINDA WENDY SOTO VAZQUEZ
12|7|PAN_PRD|BEATRIZ VELEZ NUÑEZ|LINDA WENDY SOTO VAZQUEZ
12|7|PRI_PRD|BEATRIZ VELEZ NUÑEZ|LINDA WENDY SOTO VAZQUEZ
12|7|PVEM_PT_MORENA|CARLOS SANCHEZ BARRIOS|LUIS ALBERTO SALVADOR SIERRA JIMENEZ
12|7|PVEM_PT|CARLOS SANCHEZ BARRIOS|LUIS ALBERTO SALVADOR SIERRA JIMENEZ
12|7|PVEM_MORENA|CARLOS SANCHEZ BARRIOS|LUIS ALBERTO SALVADOR SIERRA JIMENEZ
12|7|PT_MORENA|CARLOS SANCHEZ BARRIOS|LUIS ALBERTO SALVADOR SIERRA JIMENEZ
12|8|PAN|GRETA ESTEOFENES VENTURA LEMUS|PATY ITZET BELTRAN GUTIERREZ
12|8|PRI|GRETA ESTEOFENES VENTURA LEMUS|PATY ITZET BELTRAN GUTIERREZ
12|8|PRD|GRETA ESTEOFENES VENTURA LEMUS|PATY ITZET BELTRAN GUTIERREZ
12|8|PVEM|EUNICE MONZON GARCIA|DIANA CARMONA MARTINEZ
12|8|PT|EUNICE MONZON GARCIA|DIANA CARMONA MARTINEZ
12|8|MOVIMIENTO CIUDADANO|FERMIN RUANO MORALES|JESUS CASTILLO SILVAR
12|8|MORENA|EUNICE MONZON GARCIA|DIANA CARMONA MARTINEZ
12|8|PES|NOELIA MOCTEZUMA RIZO|MAGDA OLIVIA ESPINOZA NAVARRETE
12|8|RSP|JUAN PABLO ROJAS PEREZ|MARIA MARGARITA CABUTO HERRERA
12|8|FS X MÉXICO|ERNESTINA FIDEL PANCHO|YAJAHIRA CRUZ AVILA
12|8|PAN_PRI_PRD|GRETA ESTEOFENES VENTURA LEMUS|PATY ITZET BELTRAN GUTIERREZ
12|8|PAN_PRI|GRETA ESTEOFENES VENTURA LEMUS|PATY ITZET BELTRAN GUTIERREZ
12|8|PAN_PRD|GRETA ESTEOFENES VENTURA LEMUS|PATY ITZET BELTRAN GUTIERREZ
12|8|PRI_PRD|GRETA ESTEOFENES VENTURA LEMUS|PATY ITZET BELTRAN GUTIERREZ
12|8|PVEM_PT_MORENA|EUNICE MONZON GARCIA|DIANA CARMONA MARTINEZ
12|8|PVEM_PT|EUNICE MONZON GARCIA|DIANA CARMONA MARTINEZ
12|8|PVEM_MORENA|EUNICE MONZON GARCIA|DIANA CARMONA MARTINEZ
12|8|PT_MORENA|EUNICE MONZON GARCIA|DIANA CARMONA MARTINEZ
12|9|PAN|JAIME LUIS COLON GARCIA|ALFREDO CAMPOS TABAREZ
12|9|PRI|JAIME LUIS COLON GARCIA|ALFREDO CAMPOS TABAREZ
12|9|PRD|JAIME LUIS COLON GARCIA|ALFREDO CAMPOS TABAREZ
12|9|PVEM|IRIS ITALIA PEÑALOSA GUTIERREZ|ANAY GRISEL RAMIREZ ELIZONDO
12|9|PT|SONIA SOFIA GALEANA LARA|ARMIDA LOPEZ LOZANO
12|9|MOVIMIENTO CIUDADANO|ALEXANDER CAMPOS GARCIA|SANTIAGO BASILIO CELESTINO
12|9|MORENA|MARIA DEL ROSARIO MERLIN GARCIA|ANY SANCHEZ PINEDA
12|9|PES|ALFREDO FLORES LEON|JOSE LUIS TORRES HERRERA
12|9|RSP|CARLOS CIENFUEGOS MILIAN|NAZARIO SIMON NAVARRETE
12|9|FS X MÉXICO|ANA LILIA PINACHO QUITERIO|ADELFA MORGAN SAGUILAN
12|9|PAN_PRI_PRD|JAIME LUIS COLON GARCIA|ALFREDO CAMPOS TABAREZ
12|9|PAN_PRI|JAIME LUIS COLON GARCIA|ALFREDO CAMPOS TABAREZ
12|9|PAN_PRD|JAIME LUIS COLON GARCIA|ALFREDO CAMPOS TABAREZ
12|9|PRI_PRD|JAIME LUIS COLON GARCIA|ALFREDO CAMPOS TABAREZ
13|1|PAN|SAYONARA VARGAS RODRIGUEZ|ANABEL MATEOS SANCHEZ
13|1|PRI|SAYONARA VARGAS RODRIGUEZ|ANABEL MATEOS SANCHEZ
13|1|PRD|SAYONARA VARGAS RODRIGUEZ|ANABEL MATEOS SANCHEZ
13|1|PVEM|FORTUNATO RIVERA CASTILLO|GERARDO GUTIERREZ NAVA
13|1|PT|FORTUNATO RIVERA CASTILLO|GERARDO GUTIERREZ NAVA
13|1|MOVIMIENTO CIUDADANO|MAXIMINO DE JESUS RIVERA CASTILLO|ANTONINO AGUADO ESCAMILLA
13|1|MORENA|FORTUNATO RIVERA CASTILLO|GERARDO GUTIERREZ NAVA
13|1|PES|OMAR ZERON CASTAÑON|CARLOS GARCIA ROMERO
13|1|RSP|BETZUA SUJHARINY LASTRA PORTILLA|IRIS GALVAN LASTRA
13|1|FS X MÉXICO|DULCE MARIA QUIJANO CRESPO|DALIA ITZEL DE LA CRUZ RUANO
13|1|PAN_PRI_PRD|SAYONARA VARGAS RODRIGUEZ|ANABEL MATEOS SANCHEZ
13|1|PAN_PRI|SAYONARA VARGAS RODRIGUEZ|ANABEL MATEOS SANCHEZ
13|1|PAN_PRD|SAYONARA VARGAS RODRIGUEZ|ANABEL MATEOS SANCHEZ
13|1|PRI_PRD|SAYONARA VARGAS RODRIGUEZ|ANABEL MATEOS SANCHEZ
13|1|PVEM_PT_MORENA|FORTUNATO RIVERA CASTILLO|GERARDO GUTIERREZ NAVA
13|1|PVEM_PT|FORTUNATO RIVERA CASTILLO|GERARDO GUTIERREZ NAVA
13|1|PVEM_MORENA|FORTUNATO RIVERA CASTILLO|GERARDO GUTIERREZ NAVA
13|1|PT_MORENA|FORTUNATO RIVERA CASTILLO|GERARDO GUTIERREZ NAVA
13|2|PAN|GIOVANI GONZALEZ SEVERO|JUAN DE DIOS HERNANDEZ CHAVEZ
13|2|PRI|GIOVANI GONZALEZ SEVERO|JUAN DE DIOS HERNANDEZ CHAVEZ
13|2|PRD|GIOVANI GONZALEZ SEVERO|JUAN DE DIOS HERNANDEZ CHAVEZ
13|2|PVEM|CIRIA YAMILE SALOMON DURAN|HONORINA HERNANDEZ JUAREZ
13|2|PT|CIRIA YAMILE SALOMON DURAN|HONORINA HERNANDEZ JUAREZ
13|2|MOVIMIENTO CIUDADANO|ITZEL MARTINEZ OLGUIN|ELENA ORTIZ ORTIZ
13|2|MORENA|CIRIA YAMILE SALOMON DURAN|HONORINA HERNANDEZ JUAREZ
13|2|PES|GERARDO ALVAREZ GOMEZ|DIEGO ALBERTO GARCIA CORTES
13|2|RSP|SILVIANA GUERRERO TREJO|PAOLA MARTIN VENTURA
13|2|FS X MÉXICO|HORTENCIA MARTINEZ OLIVARES|MARIA GUADALUPE PALMA SIMON
13|2|PAN_PRI_PRD|GIOVANI GONZALEZ SEVERO|JUAN DE DIOS HERNANDEZ CHAVEZ
13|2|PAN_PRI|GIOVANI GONZALEZ SEVERO|JUAN DE DIOS HERNANDEZ CHAVEZ
13|2|PAN_PRD|GIOVANI GONZALEZ SEVERO|JUAN DE DIOS HERNANDEZ CHAVEZ
13|2|PRI_PRD|GIOVANI GONZALEZ SEVERO|JUAN DE DIOS HERNANDEZ CHAVEZ
13|2|PVEM_PT_MORENA|CIRIA YAMILE SALOMON DURAN|HONORINA HERNANDEZ JUAREZ
13|2|PVEM_PT|CIRIA YAMILE SALOMON DURAN|HONORINA HERNANDEZ JUAREZ
13|2|PVEM_MORENA|CIRIA YAMILE SALOMON DURAN|HONORINA HERNANDEZ JUAREZ
13|2|PT_MORENA|CIRIA YAMILE SALOMON DURAN|HONORINA HERNANDEZ JUAREZ
13|3|PAN|HECTOR CHAVEZ RUIZ|JAIME GALINDO UGALDE
13|3|PRI|HECTOR CHAVEZ RUIZ|JAIME GALINDO UGALDE
13|3|PRD|HECTOR CHAVEZ RUIZ|JAIME GALINDO UGALDE
13|3|PVEM|ANDREY NITGARD CRUZ HERNANDEZ|GILBERTO RAMIREZ GALARZA
13|3|PT|LUZ MARIA DE LA PAZ HERNANDEZ GARCIA|JOSEFINA BADILLO BADILLO
13|3|MOVIMIENTO CIUDADANO|VICTOR HUGO CIENFUEGOS JIMENEZ|JORGE ACOSTA JIMENEZ
13|3|MORENA|SANDRA SIMEY OLVERA BAUTISTA|YOLIS JIMENEZ RAMIREZ
13|3|PES|JORGE ADRIAN ORDAZ MONROY|ARNOLD ABRAHAM MEJIA ORTIZ
13|3|RSP|MARIA DE JESUS GARCIA VELAZQUEZ|OLIVIA PEREZ PORTILLO
13|3|FS X MÉXICO|FELIPE LABASTIDA DOMINGUEZ|EULALIO MORALES ZEPEDA
13|3|PAN_PRI_PRD|HECTOR CHAVEZ RUIZ|JAIME GALINDO UGALDE
13|3|PAN_PRI|HECTOR CHAVEZ RUIZ|JAIME GALINDO UGALDE
13|3|PAN_PRD|HECTOR CHAVEZ RUIZ|JAIME GALINDO UGALDE
13|3|PRI_PRD|HECTOR CHAVEZ RUIZ|JAIME GALINDO UGALDE
13|4|PAN|BENITA MANILLA MARTINEZ|EMILSE MIRANDA MUNIVE
13|4|PRI|BENITA MANILLA MARTINEZ|EMILSE MIRANDA MUNIVE
13|4|PRD|BENITA MANILLA MARTINEZ|EMILSE MIRANDA MUNIVE
13|4|PVEM|MARIA ISABEL ALFARO MORALES|LIRIO MIRANDA CRUZ
13|4|PT|MARIA ISABEL ALFARO MORALES|LIRIO MIRANDA CRUZ
13|4|MOVIMIENTO CIUDADANO|ERIKA DEL CARMEN TELLO ARENAS|REBECA OROZCO ELIAS
13|4|MORENA|MARIA ISABEL ALFARO MORALES|LIRIO MIRANDA CRUZ
13|4|PES|VIOLETA GUARNEROS CERVANTES|GRECIA DENIS HERNANDEZ ORTIZ
13|4|RSP|ROSALVA MIMILA OLVERA|ARIADNA ESCALERA JARILLO
13|4|FS X MÉXICO|AARON JIMENEZ HERNANDEZ|JUAN MANUEL GARCIA MAYORGA
13|4|PAN_PRI_PRD|BENITA MANILLA MARTINEZ|EMILSE MIRANDA MUNIVE
13|4|PAN_PRI|BENITA MANILLA MARTINEZ|EMILSE MIRANDA MUNIVE
13|4|PAN_PRD|BENITA MANILLA MARTINEZ|EMILSE MIRANDA MUNIVE
13|4|PRI_PRD|BENITA MANILLA MARTINEZ|EMILSE MIRANDA MUNIVE
13|4|PVEM_PT_MORENA|MARIA ISABEL ALFARO MORALES|LIRIO MIRANDA CRUZ
13|4|PVEM_PT|MARIA ISABEL ALFARO MORALES|LIRIO MIRANDA CRUZ
13|4|PVEM_MORENA|MARIA ISABEL ALFARO MORALES|LIRIO MIRANDA CRUZ
